test_label,test_seq,test_seg,train_label,train_seq,costs
can you sit for me,90,2500,fetch,15,"[0.006553655707613755, 0.008073122865870011, 0.00951761586785543, 0.009864638584584284, 0.011458626346592053, 0.012166667548833488, 0.01274796871707577, 0.013434571000558797, 0.012315229769461086, 0.00851320439524132, 0.006791661967645971, 0.0049359763727398, 0.0039964704642227785, 0.00480362645633647, 0.006602598641957584, 0.006507313358312427, 0.0064002263527022174, 0.006250258948223871, 0.006420983552996636, 0.006390250274834119, 0.0078719713502666, 0.00897525852829288, 0.009285023942396501, 0.009373267653525634, 0.00953231297892323]"
can you sit for me,90,2500,fetch,15,"[0.006874563207576286, 0.008317037416048651, 0.009381657950398066, 0.010401545865834243, 0.011220056226846601, 0.011585340965437419, 0.012271664971857573, 0.013529934712442522, 0.007585581208509521, 0.004870466404336389, 0.004014920646356235, 0.003273091548334284, 0.0034248091425405857, 0.004773856525285491, 0.006832563864659229, 0.0061700547595467834, 0.005143796531380699, 0.0052724796741577375, 0.005568831097940407, 0.005960048408440344, 0.008112338667923658, 0.009438999518502614, 0.009611598065972742, 0.009862974688608932, 0.009824279208904245]"
can you sit for me,90,2500,fetch,13,"[0.006234542574790758, 0.008776499564719802, 0.010024772891211713, 0.01054050322186639, 0.010406003573149846, 0.011174208866463642, 0.01293495997609999, 0.014864891409346983, 0.01564462423061957, 0.010037503331237946, 0.007593142988543667, 0.005571436594694903, 0.003944927732178851, 0.0041925881348038275, 0.005906730611330444, 0.007413741225212891, 0.007764996046268598, 0.007698354821409873, 0.007456509902493558, 0.007315987005298188, 0.008290326566655844, 0.008985544184648885, 0.009172134113554553, 0.009486800561853461, 0.00989498988114944, 0.009870853460839999]"
can you sit for me,90,2500,fetch,17,"[0.0052096699670775085, 0.006308815512326371, 0.007276846707369379, 0.008421171934866105, 0.009946303645308715, 0.011009521689668636, 0.012005111651819016, 0.012267096987228299, 0.010000061801214086, 0.007917763281635888, 0.006156197894831863, 0.00477560389011318, 0.003906064419849603, 0.0053688343061757205, 0.006340258321999124, 0.006599166519029694, 0.006923718553825231, 0.006726717059602081, 0.006094352266997897, 0.00570648532993679, 0.0065422434501251165, 0.007163635020959232, 0.00727293591926647, 0.007370907105602457, 0.0072609288139587795]"
can you sit for me,90,2500,fetch,17,"[0.006431042767660169, 0.007389270309534816, 0.008602932747608557, 0.0099331369760744, 0.010832705197507701, 0.011548848372658058, 0.012563483794183483, 0.010744314584658646, 0.005965088778702776, 0.004963655955123939, 0.0040325081021404825, 0.003543692322664265, 0.0035883787458075725, 0.00546337786233813, 0.00643596643097501, 0.0063093346377365266, 0.005731647878344113, 0.005501103779132625, 0.005785328263714506, 0.006253702430186346, 0.007624245513221204, 0.008398430432153284, 0.008756668614902619, 0.008966145003702065, 0.009095032567421129]"
can you sit for me,90,2500,fetch,13,"[0.003961192046431011, 0.00612600986764625, 0.007248987929221611, 0.007713068661043902, 0.008065875391600533, 0.009844790434832048, 0.01155772894314444, 0.012931888326824915, 0.013092578662344069, 0.00918821424134253, 0.007185705496849988, 0.00510421905140178, 0.003456514427885189, 0.003971872254456251, 0.005656522208685792, 0.0075263971945901615, 0.0066506397729081575, 0.006339881230980325, 0.005650659737161911, 0.005863086898318437, 0.006976731661510365, 0.007758265794822288, 0.008023308787761295, 0.007782011020880638, 0.007509834123402149, 0.007350917940084373]"
can you sit for me,90,2500,fetch,18,"[0.006163776765935525, 0.0072199656424380455, 0.008660467637067059, 0.010826045207249684, 0.010970049957833815, 0.011347230479940962, 0.011753323136421995, 0.007978513139094288, 0.005176749613072286, 0.0043577382883257555, 0.003866915917562355, 0.0038190445796432654, 0.003916343631721834, 0.005895879551867957, 0.006091473439567159, 0.005515714923378875, 0.004724439775973027, 0.005117083601959249, 0.005481192894065009, 0.00593948186781102, 0.007887666697303826, 0.009053631458013542, 0.009225609415817864, 0.009213321442189044]"
can you sit for me,90,2500,fetch,31,"[0.009242767604812354, 0.010660120313957114, 0.01163715716849917, 0.010065603084112137, 0.009432844019999392, 0.008592449849163596, 0.008056288539080785, 0.007877826961156667, 0.008498140858700282, 0.008428319485350135, 0.007601231510245653, 0.006841610876904118, 0.005999142154925831, 0.0059341549016815156, 0.006180828743700764, 0.006388114084828363, 0.006714830352336758, 0.007194507186685907, 0.007537820321623573, 0.007338025613334695]"
can you sit for me,90,2500,fetch,15,"[0.00617035138464086, 0.0076783662961626125, 0.00875162325404949, 0.009485810449781336, 0.011180868738866579, 0.012418337237647488, 0.012868819531775776, 0.013130482320737998, 0.009015037892778362, 0.006101365343320461, 0.00531032948034611, 0.004482335254726292, 0.004290267248420169, 0.0056531599159764835, 0.007343397631487728, 0.006215933002758885, 0.005077816308579722, 0.0050849745318098235, 0.005622716532006666, 0.006483945168878273, 0.008172558758570137, 0.009512539179157826, 0.00938812876057949, 0.009238928395046997, 0.00910862675792576]"
can you sit for me,90,2500,fetch,15,"[0.00528290960994815, 0.0069192830250768425, 0.007520627144591171, 0.008034197716111984, 0.009707360362090803, 0.01040606230124368, 0.011484965340065474, 0.012338303025199945, 0.01062615799035782, 0.0077187884568538055, 0.006144601191336082, 0.004414265819558901, 0.0036838719541142486, 0.004560862532728146, 0.006306191143229286, 0.006180489550934213, 0.0058263843888546624, 0.005968760886531736, 0.006098989281850101, 0.006329616950422164, 0.007626493328122948, 0.008375630908980322, 0.008255130583926922, 0.007970236396376784, 0.007957632820654047]"
can you sit for me,90,2500,fetch,18,"[0.005622197582355024, 0.006361012239579062, 0.007442770090518546, 0.010160160646666324, 0.010990027502815426, 0.011549873613256295, 0.012678539390366598, 0.009821829818309218, 0.006309683538544612, 0.005253974346042177, 0.0044355185408288846, 0.00434897433721779, 0.004778863065568073, 0.006945609939979798, 0.006949459936939745, 0.006538246769298835, 0.005824145107621942, 0.005849415178456074, 0.006159910440623112, 0.006692113347772021, 0.008533242339610189, 0.008801153344652932, 0.008572901133935258, 0.008627353248284897]"
can you sit for me,90,2500,fetch,15,"[0.00628426869278167, 0.007945601254004805, 0.00872589932768009, 0.009869571246194227, 0.010754456181608444, 0.011151626777690892, 0.011470243118785218, 0.012245666569036954, 0.008683291470529434, 0.005657983104194916, 0.004832734507331527, 0.004319824217980594, 0.003973621513385779, 0.005363221410179945, 0.006854991619004854, 0.006629899220529057, 0.0053220287953331296, 0.005562554940388343, 0.005995593938379732, 0.007206842955404921, 0.009165537023625714, 0.0098724384610045, 0.009733898655986022, 0.00948134204885459, 0.009270784531596021]"
can you sit for me,90,2500,fetch,17,"[0.005730154167958477, 0.006382315619204587, 0.007415503616187731, 0.009503107534306391, 0.010891646381206625, 0.012058161740189036, 0.013402692972895994, 0.013044786432461767, 0.008211665274851117, 0.006603374131546804, 0.005082405974730965, 0.004276535021233332, 0.00425158459145325, 0.006465139306928769, 0.007053026722961218, 0.006009041506769195, 0.005238368067082398, 0.005079272053414365, 0.005431195677514825, 0.005588528132673863, 0.006898958670459953, 0.007710520244107279, 0.007846451956697495, 0.008114729001544954, 0.00821127277371185]"
can you sit for me,90,2500,fetch,15,"[0.005815130965521994, 0.007523504884703395, 0.008455929735052917, 0.008925828724202762, 0.010169750843443792, 0.01142612876483073, 0.013144879735381025, 0.01460801030817334, 0.01182601868144237, 0.007683143971547101, 0.006048093931747241, 0.004316934166040328, 0.003290859913626221, 0.004275007725118647, 0.006071730937762406, 0.006024459806471697, 0.00557817223811166, 0.00572861153124324, 0.0056484130968843345, 0.005714939155873403, 0.006681052580152762, 0.007621562860209874, 0.008031056157012077, 0.008463582191010384, 0.008857402079980266]"
can you sit for me,90,2500,lay,57,"[0.008440642266317007, 0.008868060279252639, 0.0076889009003468884, 0.0074617625136141315, 0.007352746109515925, 0.00701909452100103, 0.006835983182822295, 0.007035204510294303, 0.007461477860277817, 0.007294966047974129, 0.0070668842207617325]"
can you sit for me,90,2500,lay,37,"[0.010178417661656825, 0.008068348965832304, 0.007837710733478293, 0.0075592788143586075, 0.007362776331739865, 0.00742619169065086, 0.008193422462452558, 0.008860936260771463, 0.008448960622508474, 0.007649048343870831, 0.0070559086430429145, 0.006484942872127205, 0.005780666588257482, 0.006223010966810646, 0.007222691150253882, 0.007903857670082441, 0.008309200967166896, 0.008639415474128477]"
can you sit for me,90,2500,lay,44,"[0.008386202414661896, 0.008182618057199068, 0.007835944367599502, 0.008255239530235483, 0.009310840342359211, 0.009124718352477896, 0.008481611532604986, 0.008437724504625738, 0.008546665987891812, 0.008265473870024811, 0.007825099839234363, 0.0076156239154007745, 0.00749646080237289, 0.0079528609992828, 0.008375219086885865, 0.008694656409936875]"
can you sit for me,90,2500,lay,44,"[0.008167278681715738, 0.007750405253617434, 0.0074469254863971214, 0.007743390701098384, 0.00876202576391481, 0.008963732090899623, 0.008732558685614232, 0.00872975267812111, 0.009331831512744224, 0.008977680231684377, 0.00836316739352992, 0.007878586569130349, 0.007552174164947732, 0.007965031546789014, 0.00858946000331391, 0.008875713631846843]"
can you sit for me,90,2500,lay,47,"[0.007209614645594129, 0.007053099749316058, 0.007586450195922649, 0.00844660321111453, 0.008939881794614734, 0.008632810681807832, 0.008565405339384376, 0.008642164882735063, 0.009983418195402646, 0.009443258720922498, 0.00928609134205442, 0.009054927334921262, 0.008778186513944596, 0.008962687823577115, 0.00932709236037313]"
can you sit for me,90,2500,lay,52,"[0.006967832212872856, 0.007603244139591589, 0.007996856843290198, 0.007736260425654478, 0.007753968835312512, 0.007693424162573621, 0.007825530548973173, 0.008089883726271754, 0.009174378607613122, 0.008906872067801833, 0.008709599295331811, 0.008455354033471639, 0.008101141689039316]"
can you sit for me,90,2500,lay,65,"[0.007130956294729516, 0.006827302046661721, 0.006544094939851613, 0.006535021433579123, 0.006750760161829162, 0.0068232064615808205, 0.007006539204998083, 0.007177849747278192, 0.007707813502372102]"
can you sit for me,90,2500,lay,63,"[0.007274648924074393, 0.007065596922280499, 0.00690445604705284, 0.006869327601762808, 0.007096892877213366, 0.0072219667323915465, 0.007404024106102178, 0.007614888290380854, 0.008225047607871275]"
can you sit for me,90,2500,lay,45,"[0.007775664559137877, 0.00760824092974959, 0.007453337800044076, 0.007901191403103656, 0.008844823650654227, 0.008371307628820667, 0.008091364717096238, 0.008050976725102093, 0.008643552710520605, 0.008304808764785628, 0.008091468021066587, 0.007779478194124442, 0.007464184718089866, 0.007513956039780444, 0.007757166600452625]"
can you sit for me,90,2500,lay,61,"[0.007078905034659096, 0.0071456488335347595, 0.00654844587841176, 0.0063402244525480565, 0.006268808451256968, 0.006293079452946817, 0.006376105623136588, 0.006566473127715842, 0.007057557676753557, 0.006670333435207961]"
can you sit for me,90,2500,lay,66,"[0.0069122184721874804, 0.0069127614866242425, 0.006634201198408502, 0.006654048965278317, 0.0068583349334682304, 0.007047977503830841, 0.0072312819808547655, 0.007385205516629506]"
can you sit for me,90,2500,lay,39,"[0.010753575314499018, 0.010138875512603266, 0.00981442477119881, 0.009422718273913423, 0.009819895058474396, 0.009771771157601148, 0.010205582921944642, 0.00970828649082371, 0.010132972932435983, 0.009514253658155817, 0.00906439232594024, 0.00832569603051552, 0.007686680870258729, 0.008285755480919747, 0.008820158955086537, 0.009356338661528216, 0.009984155443627825]"
can you sit for me,90,2500,lay,69,"[0.006711301647907755, 0.006632523308278579, 0.006533441319052545, 0.0067604871927299266, 0.006898127256176426, 0.00699564398580751, 0.007066753254807309]"
can you sit for me,90,2500,lay,41,"[0.008043649182449267, 0.008456700084424873, 0.00787624499066352, 0.007846795353353806, 0.008092124747078648, 0.008722871635247537, 0.009024697440690168, 0.008588747669552789, 0.008606143542803457, 0.007730554411916022, 0.007128547523101849, 0.0065805842868556525, 0.00642852448975424, 0.007078834020740898, 0.00794663694471686, 0.008696288410578965, 0.009473236177367532]"
can you sit for me,90,2500,lay,47,"[0.006923976313102441, 0.00694749440587509, 0.007348221009247956, 0.0083002793751871, 0.008666208808622834, 0.007746378793464943, 0.0075238890364371595, 0.007449051520781709, 0.007309788271218684, 0.0069124817902197315, 0.0068464322145226604, 0.0067980286605651245, 0.006788923667261837, 0.007127341128124552, 0.007326440653320799]"
can you sit for me,90,2500,lay,45,"[0.006838603358090594, 0.006669618176515705, 0.006838327551690646, 0.007450152685888126, 0.008663825938275305, 0.008139960199333567, 0.007809694142998401, 0.007684295545237204, 0.008210728297778185, 0.007869800817882208, 0.007272595408530138, 0.006960294119294788, 0.006719257565396972, 0.007021182237832453, 0.007632534693507789]"
can you sit for me,90,2500,lay,57,"[0.007644482863620787, 0.008199289001461852, 0.0076744707238872775, 0.007455775725543069, 0.007187329152234103, 0.0068407998286898475, 0.00662224839004481, 0.006784431648609611, 0.00724317668641473, 0.007130467469012581, 0.006872785307550106]"
can you sit for me,90,2500,lay,42,"[0.008041716477634709, 0.00790371317888261, 0.007620854717073429, 0.00776185259559653, 0.00792686026444876, 0.008404221917428888, 0.007415560208158943, 0.007280850624276538, 0.007333622664815432, 0.0069660434165361215, 0.006787952562478346, 0.006456094059286137, 0.006485884870667162, 0.007100077037563758, 0.007839190374517198, 0.00819146042007562]"
can you sit for me,90,2500,lay,58,"[0.008003690171942426, 0.007756381979479752, 0.007467347077196411, 0.007105446769277428, 0.0069806313663211385, 0.0068341493856649005, 0.006774659014978226, 0.0069185422977263, 0.00720128032162869, 0.006827247916235672, 0.00649886129412924]"
can you sit for me,90,2500,lay,55,"[0.007670723510193171, 0.008505384738867385, 0.008220554103146495, 0.008083055785860714, 0.007979098451426636, 0.007805419347775599, 0.007677780274675212, 0.00783802603637711, 0.008578282664036374, 0.008315039568789293, 0.00802857932326806, 0.007469724074346727]"
can you sit for me,90,2500,name,20,"[0.008964142464206765, 0.00959888056905345, 0.010407672404153329, 0.01258073902027414, 0.012672360754788638, 0.012952536305381795, 0.013183629272851919, 0.00836873592022191, 0.006683690040405163, 0.0055010628416607395, 0.004866882260147707, 0.004725941996931732, 0.005750638784070552, 0.0067021411971479265, 0.006652798503771895, 0.006950424760221757, 0.006412640301846911, 0.006761544126201793, 0.00689706227920516, 0.007625017019279634, 0.009299465201231386, 0.010425896258038312, 0.010640840299714382, 0.010529490182958253]"
can you sit for me,90,2500,name,23,"[0.00817379196467656, 0.009695507773931984, 0.011418491186416387, 0.01356313902124208, 0.013412046463002269, 0.013172312655390732, 0.009973440660215951, 0.008088411648353987, 0.005646303515746262, 0.004731177322793373, 0.004662354758166604, 0.0056950732484005295, 0.00626115045945754, 0.006572974774034971, 0.006669254289907051, 0.007114361436027262, 0.006663646768711873, 0.0067904597827532845, 0.006744001939688867, 0.007676592816919085, 0.009402905989533323, 0.010364072395929853, 0.010381172855192307]"
can you sit for me,90,2500,name,34,"[0.01427349924095164, 0.014905292752582958, 0.012385634711624412, 0.012265368127607285, 0.011346067674685373, 0.00988965508848151, 0.00906094005394821, 0.008836264227472376, 0.008242895694247708, 0.007161903033071563, 0.006824540862938596, 0.006859720303183941, 0.007056899452766835, 0.007648563913825588, 0.008463345372016956, 0.009507393191154834, 0.010061452374570637, 0.01069923677963193, 0.01117139902169474]"
can you sit for me,90,2500,name,21,"[0.012689744783511208, 0.013826193442049165, 0.015846343053352745, 0.01749958221203355, 0.017934225580508965, 0.01839684096939707, 0.014720557026557942, 0.010472247753711802, 0.008913473602553837, 0.007325241594212516, 0.007145798902871605, 0.007603092572559861, 0.008812451546970076, 0.009190243234902196, 0.00935190624583007, 0.009307912440943599, 0.008444715667624413, 0.008554185415898297, 0.008970006357443565, 0.010382573320988842, 0.012514149272957268, 0.014094188299876086, 0.01477973601231625]"
can you sit for me,90,2500,name,31,"[0.01116008195076556, 0.012657365132977225, 0.01345461012925376, 0.01014308338885522, 0.009212792156000337, 0.008134823630569207, 0.007499184863815126, 0.007208830049194193, 0.007544789748967017, 0.007844344537651466, 0.006837557840893546, 0.006132040278482783, 0.0054468330770753234, 0.005721262211633446, 0.006132141539979366, 0.006950415523031511, 0.007430802595296262, 0.00803995524732252, 0.008126529096059112, 0.008167847053037983]"
can you sit for me,90,2500,name,20,"[0.00774156814203752, 0.008346633908875195, 0.009256198803359877, 0.011155824391822541, 0.011703752230422707, 0.012082481856413784, 0.01232258327128534, 0.00906361410086377, 0.008215862501476257, 0.006949444286719286, 0.0058330026333778375, 0.0052906844915989685, 0.005916862506281683, 0.006195345612710184, 0.005924692540096768, 0.006149061919231247, 0.006289121283315676, 0.006836118984835088, 0.0069259724479335425, 0.007025760598621825, 0.00791944698129246, 0.008675179131257205, 0.008868219522360212, 0.008739378680240977]"
can you sit for me,90,2500,name,28,"[0.012081978404990954, 0.013625947637475018, 0.014480111056499972, 0.014555903409349546, 0.01210455692586507, 0.011359415049482385, 0.01048243076486394, 0.009354711564958281, 0.008715943149409513, 0.008800402976560512, 0.00872202579060785, 0.007326524693076976, 0.00665290387145825, 0.006777784066411106, 0.007328439973976967, 0.008256435662440043, 0.009042150060632295, 0.010119846362593141, 0.010648419681521531, 0.010968909467275514, 0.011660672616965904]"
can you sit for me,90,2500,name,25,"[0.008110964675211982, 0.010003805094180855, 0.01179807596611927, 0.01282631456504998, 0.012591655023325425, 0.009626408637857228, 0.008957264501231266, 0.008236301236270133, 0.007254639035809152, 0.006488104161157151, 0.006399830554462955, 0.006580825083740025, 0.00536787671125301, 0.005508966327051629, 0.005615610380242631, 0.006217394412428556, 0.0061572600061228265, 0.006522130444365184, 0.006636546037884903, 0.007072861534386559, 0.00898892105643725, 0.009590733565506883]"
can you sit for me,90,2500,name,25,"[0.009128042918821749, 0.011190663551035167, 0.012679858498227772, 0.01404746901070378, 0.013832223921760868, 0.011548434755098137, 0.010216421562832296, 0.008892816832499586, 0.007487401967565242, 0.00684133005870333, 0.00694119913302001, 0.007089839759495658, 0.006410132084484268, 0.006473045610464722, 0.0068331035797979745, 0.007524780490401741, 0.008042876391168144, 0.008295355239359713, 0.00846460585116159, 0.008787708760846247, 0.009855135147987599, 0.010549264642127486]"
can you sit for me,90,2500,name,26,"[0.010394857081725235, 0.0122265103447427, 0.013785867287778765, 0.014833943963958237, 0.013692513849633143, 0.009227894920114924, 0.008537899727327278, 0.007666048814904968, 0.007229228540626936, 0.0069697792624715555, 0.00762957105520809, 0.00724909205592169, 0.006341266738556551, 0.0062285624543867695, 0.0063973883762970165, 0.006818627823980634, 0.006901049971803487, 0.007738875031533152, 0.008443497991164207, 0.008979032588551213, 0.010306166000872493, 0.010856810475472187]"
can you sit for me,90,2500,name,25,"[0.008568140096102945, 0.010544237166347527, 0.011976424414990765, 0.013556455845781912, 0.013388695270991988, 0.009742346179626873, 0.009044845637677624, 0.00756564707154612, 0.0059960054112688675, 0.005593172874090895, 0.006056152623310007, 0.0064726359557128734, 0.005526484605210154, 0.0056032773147194175, 0.005713872250861454, 0.006441907776105995, 0.006761816434877503, 0.0070672196488558445, 0.00751149328711811, 0.007917867930597716, 0.008670760429648235, 0.00929918860707279]"
can you sit for me,90,2500,name,23,"[0.007655112486295873, 0.00958218724265217, 0.01127703998199715, 0.013134508380688428, 0.012823289258233948, 0.012451689418901091, 0.009650237412772631, 0.00892363890102235, 0.006610606163689692, 0.005556007251719677, 0.005116515922371684, 0.005634457925233159, 0.005579537664636603, 0.006122386556356679, 0.0065301090017441275, 0.00725466731555597, 0.006922969231723731, 0.007038413387158394, 0.0068197747642299985, 0.007897324324992972, 0.009864743920473807, 0.010774988218664931, 0.010907310509912194]"
can you sit for me,90,2500,name,29,"[0.009483513076639345, 0.010995980953061264, 0.012095737973907091, 0.013007953116096068, 0.00940670399498964, 0.00845306535863598, 0.007263129543099643, 0.006445912272540655, 0.005979842414013587, 0.006443264484675967, 0.006416749540388695, 0.005735576570330257, 0.005355429243680722, 0.005690514996030736, 0.006065786578975377, 0.006532891236754303, 0.006569468604167542, 0.006911221395308181, 0.0070390916035143756, 0.007010328999546188, 0.007833293260999519]"
can you sit for me,90,2500,name,21,"[0.01199167784931924, 0.013397990188851653, 0.01507502952802682, 0.016708613265064204, 0.01620244793782642, 0.016099502646816772, 0.013993475129129386, 0.010283684516046878, 0.008485278749855787, 0.007436197518200317, 0.007300168160463638, 0.0075596996404670965, 0.008443911148914815, 0.008476556872535047, 0.008530610912647134, 0.009323231207371845, 0.009218738637895444, 0.0096856128593347, 0.00977883331826659, 0.011373626230256903, 0.013027418691284673, 0.014387132297246202, 0.014854268602621064]"
can you sit for me,90,2500,name,18,"[0.011295044084637523, 0.012968509989760506, 0.01368416737716969, 0.016180609439827708, 0.016755288243513036, 0.017642918986941928, 0.018757222673226884, 0.013477843350166361, 0.009150550418100506, 0.008267476620384474, 0.006233565438450294, 0.005986555771308392, 0.006714744488237893, 0.009215339713696896, 0.009101385326266713, 0.008677403525568013, 0.007873406918892564, 0.008213436955198557, 0.008216817551382772, 0.008698077574519545, 0.011032260158607489, 0.01283964178625024, 0.014027878325547107, 0.014661040112187341]"
can you sit for me,90,2500,name,34,"[0.013000237540373705, 0.014202711248425069, 0.010761420270787636, 0.010316202233676392, 0.009343729207959992, 0.008343347529963662, 0.008057226328292314, 0.008278385918340242, 0.008226340227753051, 0.0073301996643581795, 0.006780413433361108, 0.00635273746779396, 0.006099073699809658, 0.0063797259901900785, 0.006837932215599043, 0.007587925384377177, 0.007937641567215383, 0.008538686523217197, 0.008749718631403227]"
can you sit for me,90,2500,name,31,"[0.013753079630864917, 0.0153638197002657, 0.01579653494097281, 0.010862212599099745, 0.009981072801162083, 0.00927187373276139, 0.008068344092055112, 0.007635371323415406, 0.007459578783395716, 0.007765857149150682, 0.006583224691882794, 0.006248134632950083, 0.006135604050142002, 0.006663499812089024, 0.0070978907871166305, 0.007857294659970756, 0.008234178222056455, 0.008772558656125848, 0.009086241735220166, 0.00962618675929316]"
can you sit for me,90,2500,name,37,"[0.01298579964581632, 0.010850157467019107, 0.010690771709985149, 0.010802883113866839, 0.009923880903925004, 0.009015871347782051, 0.008672583450249011, 0.008025684092146613, 0.006396641380569705, 0.006055239798186129, 0.006075797109936027, 0.006270482648824376, 0.00647298931161652, 0.007352953311319546, 0.008103071333360651, 0.009047511148438785, 0.009160905638685662, 0.00940620425112398]"
can you sit for me,90,2500,name,20,"[0.01100807745315111, 0.012532012104338847, 0.01389229240246009, 0.016099852409613945, 0.016119387118342137, 0.016144183700926323, 0.014243116330984396, 0.008858231672365904, 0.006979703274913545, 0.006165889178317774, 0.005458948376325157, 0.00568448064878205, 0.007188994107215829, 0.007848717004005083, 0.007601313859234573, 0.007732538186784604, 0.006828823406213128, 0.007324651658609202, 0.007671960621276011, 0.009217451594847988, 0.011344144269512108, 0.013086665518378744, 0.013738124771147525, 0.013923180969627367]"
can you sit for me,90,2500,name,21,"[0.009368265145195237, 0.010513524181433127, 0.012031088682144753, 0.013406087625416776, 0.012972962181437389, 0.012520168500165331, 0.011347022988127623, 0.009283623849734074, 0.007897615362885479, 0.006689540189021086, 0.005904729178796657, 0.005497182755941455, 0.005700148919012525, 0.005735032590663129, 0.005980338223506198, 0.006728379084960328, 0.006847473487446285, 0.007848908375738425, 0.007879844431276494, 0.009083343616126501, 0.01108425902132361, 0.012036266645223876, 0.012129876738752368]"
can you sit for me,90,2500,sit,13,"[0.006990575608798126, 0.01012890396131982, 0.011107005179975123, 0.012240437320565152, 0.011594208041991516, 0.012189402434254443, 0.012867885123551099, 0.013463879901647628, 0.009227153950082504, 0.004075500411941098, 0.003437428071339369, 0.003015456421737416, 0.003406333134600814, 0.005112485007062005, 0.006773581060356641, 0.008106430203342806, 0.004867422935499825, 0.004632462477748601, 0.005106387176570116, 0.006740836852973852, 0.01019387253618406, 0.011782098460152575, 0.012012342609156576, 0.012092829860663401, 0.011729500046138276, 0.010357422391174358]"
can you sit for me,90,2500,sit,13,"[0.005758561125275021, 0.008594837388661736, 0.00989604127879723, 0.010786099197252767, 0.010679245259273577, 0.012499281837996637, 0.013744621737825117, 0.014885853645674603, 0.014564902082814028, 0.008241934582069451, 0.006267123430865111, 0.004295707489606376, 0.0031852569933182437, 0.0048707485625900234, 0.0071585779363025175, 0.008881788607219597, 0.006661173949346754, 0.0062121599141467575, 0.005521969947837879, 0.005720994829131956, 0.007704765466466005, 0.009300136722637537, 0.009981088477796949, 0.010294847651095609, 0.010301264474241682, 0.009344494879279332]"
can you sit for me,90,2500,sit,13,"[0.005416221579240701, 0.00781856034844525, 0.008926935040983318, 0.009765789544140441, 0.009391053571470853, 0.011037555771904435, 0.012397191509868271, 0.01329369939035934, 0.011801221082740352, 0.004660841952220649, 0.0037865794405010237, 0.002837335845189718, 0.002585719128659266, 0.0041354976279934525, 0.0061697821217051325, 0.00801242306761801, 0.005764701830914585, 0.005208418527305816, 0.004941700395586348, 0.0052897385784156075, 0.007301683693107788, 0.008694832652737051, 0.00913647797180501, 0.009508060293137435, 0.009364105330108589, 0.00867996263929141]"
can you sit for me,90,2500,sit,13,"[0.0048926560315721585, 0.007172481399623625, 0.00833760757213331, 0.008980142135262735, 0.008726033382571868, 0.01064507258258629, 0.012637725700252674, 0.014132345743782655, 0.011808845554295707, 0.0039307679728013585, 0.003032920733263564, 0.0022544954616512533, 0.0022490304056078146, 0.003725450063632806, 0.006166534788084406, 0.00820304066011658, 0.005497587003280235, 0.004869568447841733, 0.004846466076026486, 0.005048271955690486, 0.0063006321055080455, 0.007735696471816007, 0.00839988134252022, 0.008540266075545358, 0.008537675502394178, 0.007999826464518715]"
can you sit for me,90,2500,sit,15,"[0.005803158496031199, 0.008288664663486192, 0.008829172902833683, 0.009791952438599238, 0.010730459624240508, 0.012293729599968047, 0.01337014754910549, 0.014476989187051325, 0.006132516178094534, 0.0035807815636144805, 0.0028436802972402033, 0.0023232137813696484, 0.0029937402085273845, 0.005451748199463339, 0.00806417316431839, 0.007844430190702075, 0.006227931668544425, 0.005151003736306273, 0.005019084280087942, 0.006161107465590028, 0.007756487131205003, 0.00940746334954113, 0.009679483558552153, 0.009931531086445466, 0.009652409409204562]"
can you sit for me,90,2500,sit,15,"[0.007145879026026347, 0.00912989454469599, 0.00964748791530397, 0.010459629501631965, 0.011270969711527174, 0.012136837005760499, 0.013177017677557872, 0.014073386396481627, 0.00736427785721632, 0.004854357339810015, 0.004132078075747166, 0.0033279664646274592, 0.0036944966182851664, 0.005596011238980225, 0.007986975232762797, 0.007433590377939173, 0.006152416686153125, 0.0059450417737296835, 0.006329817176617876, 0.007441077482115821, 0.009145974586716418, 0.010336087472198944, 0.010481325788835412, 0.010537400812011426, 0.01030253620247884]"
can you sit for me,90,2500,sit,15,"[0.005775351975218109, 0.007534645788941833, 0.008133797856441164, 0.008134959332769302, 0.009595428716782177, 0.010985388446855138, 0.011432011504564476, 0.012105361191248939, 0.010394948731048449, 0.007547472624275272, 0.005906938352125472, 0.004225696876700458, 0.003500411373585351, 0.004734621760816408, 0.006982387060771197, 0.006799534838903627, 0.00638691792553443, 0.006324991711081052, 0.006506697020755488, 0.006610136321026583, 0.007789377428725871, 0.008670927391074916, 0.008733210700315372, 0.008423704320503806, 0.008246888401413662]"
can you sit for me,90,2500,sit,13,"[0.004807628785787055, 0.0063290926854707545, 0.007505733544835285, 0.007824732703120566, 0.007995238074906883, 0.009230104177987197, 0.01039662535211842, 0.011458315855759562, 0.011734083505214979, 0.005644404577072852, 0.0043352166391466, 0.0030114807664768715, 0.0025379789177691135, 0.0036134814443946404, 0.005727696989114102, 0.007209162942323958, 0.005930536263500725, 0.005458716605704918, 0.005609604170870496, 0.005856529948780899, 0.007527600086324564, 0.00851334343676428, 0.008345784960209789, 0.007895760938784968, 0.007746532581307334, 0.007281498956184424]"
